,HMP ID,Organism Name,Domain,NCBI Superkingdom,HMP Isolation Body Site,Project Status,NCBI Submission Status,NCBI Project ID,Gene Count,IMG/HMP ID,Funding Source,Name Category,Name Details
1486,2307,Bergeyella sp. HMP_JCVI_SC0104,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225239,0,0,NIH-HMP,Bergeyella,sp. HMP_JCVI_SC0104
1487,2308,Prevotella saccharolytica HMP_JCVI_SC0105,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225240,0,0,NIH-HMP,Prevotella,saccharolytica HMP_JCVI_SC0105
1488,2309,Leptotrichia sp. HMP_JCVI_SC0106,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225241,0,0,NIH-HMP,Leptotrichia,sp. HMP_JCVI_SC0106
1489,2310,candidate division TM7 bacterium HMP_JCVI_SC0107,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225242,0,0,NIH-HMP,candidate,division TM7 bacterium HMP_JCVI_SC0107
1490,2311,Leptotrichia sp. HMP_JCVI_SC0108,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225243,0,0,NIH-HMP,Leptotrichia,sp. HMP_JCVI_SC0108
1491,2312,Selenomonas sp. HMP_JCVI_SC0109,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225244,0,0,NIH-HMP,Selenomonas,sp. HMP_JCVI_SC0109
1492,2313,bacterium HMP_JCVI_SC0110,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225245,0,0,NIH-HMP,bacterium,HMP_JCVI_SC0110
1493,2314,candidate division TM7 bacterium HMP_JCVI_SC0111,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225246,0,0,NIH-HMP,candidate,division TM7 bacterium HMP_JCVI_SC0111
1494,2315,Prevotella saccharolytica HMP_JCVI_SC0112,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225247,0,0,NIH-HMP,Prevotella,saccharolytica HMP_JCVI_SC0112
1495,2316,candidate division TM7 bacterium HMP_JCVI_SC0113,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225248,0,0,NIH-HMP,candidate,division TM7 bacterium HMP_JCVI_SC0113
1496,2317,Selenomonas artemidis HMP_JCVI_SC0114,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225249,0,0,NIH-HMP,Selenomonas,artemidis HMP_JCVI_SC0114
1497,2318,candidate division TM7 bacterium HMP_JCVI_SC0115,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225250,0,0,NIH-HMP,candidate,division TM7 bacterium HMP_JCVI_SC0115
1498,2319,Selenomonas artemidis HMP_JCVI_SC0116,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225251,0,0,NIH-HMP,Selenomonas,artemidis HMP_JCVI_SC0116
1499,2320,candidate division TM7 bacterium HMP_JCVI_SC0117,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225252,0,0,NIH-HMP,candidate,division TM7 bacterium HMP_JCVI_SC0117
1500,2321,Leptotrichia sp. HMP_JCVI_SC0118,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225253,0,0,NIH-HMP,Leptotrichia,sp. HMP_JCVI_SC0118
1501,2322,bacterium HMP_JCVI_SC0119,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225254,0,0,NIH-HMP,bacterium,HMP_JCVI_SC0119
1502,2323,candidate division TM7 bacterium HMP_JCVI_SC0120,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225255,0,0,NIH-HMP,candidate,division TM7 bacterium HMP_JCVI_SC0120
1503,2324,bacterium HMP_JCVI_SC0121,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225256,0,0,NIH-HMP,bacterium,HMP_JCVI_SC0121
1504,2325,candidate division TM7 bacterium HMP_JCVI_SC0122,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225257,0,0,NIH-HMP,candidate,division TM7 bacterium HMP_JCVI_SC0122
1505,2326,Selenomonas artemidis HMP_JCVI_SC0123,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225258,0,0,NIH-HMP,Selenomonas,artemidis HMP_JCVI_SC0123
1506,2327,bacterium HMP_JCVI_SC0124,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225259,0,0,NIH-HMP,bacterium,HMP_JCVI_SC0124
1507,2328,bacterium HMP_JCVI_SC0125,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225260,0,0,NIH-HMP,bacterium,HMP_JCVI_SC0125
1508,2329,bacterium HMP_JCVI_SC0126,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225261,0,0,NIH-HMP,bacterium,HMP_JCVI_SC0126
1509,2330,bacterium HMP_JCVI_SC0127,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225262,0,0,NIH-HMP,bacterium,HMP_JCVI_SC0127
1510,2331,Chryseobacterium sp. HMP_JCVI_SC0128,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225263,0,0,NIH-HMP,Chryseobacterium,sp. HMP_JCVI_SC0128
1511,2339,Bergeyella sp. HMP_JCVI_SC0136,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225271,0,0,NIH-HMP,Bergeyella,sp. HMP_JCVI_SC0136
1512,2340,Bergeyella sp. HMP_JCVI_SC0137,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225272,0,0,NIH-HMP,Bergeyella,sp. HMP_JCVI_SC0137
1513,2341,Leptotrichia sp. HMP_JCVI_SC0138,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225273,0,0,NIH-HMP,Leptotrichia,sp. HMP_JCVI_SC0138
1514,2343,Lachnospiraceae bacterium HMP_JCVI_SC0140,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225275,0,0,NIH-HMP,Lachnospiraceae,bacterium HMP_JCVI_SC0140
1515,2344,bacterium HMP_JCVI_SC0141,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225276,0,0,NIH-HMP,bacterium,HMP_JCVI_SC0141
1516,2345,Bergeyella sp. HMP_JCVI_SC0142,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225277,0,0,NIH-HMP,Bergeyella,sp. HMP_JCVI_SC0142
1517,2346,bacterium HMP_JCVI_SC0143,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225278,0,0,NIH-HMP,bacterium,HMP_JCVI_SC0143
1518,2350,Bergeyella sp. HMP_JCVI_SC0147,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225282,0,0,NIH-HMP,Bergeyella,sp. HMP_JCVI_SC0147
1519,2363,Granulicatella elegans HMP_JCVI_SC0160,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225296,0,0,NIH-HMP,Granulicatella,elegans HMP_JCVI_SC0160
1520,2364,Bergeyella sp. HMP_JCVI_SC0161,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225297,0,0,NIH-HMP,Bergeyella,sp. HMP_JCVI_SC0161
1521,2366,Haemophilus pittmaniae HMP_JCVI_SC0163,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225299,0,0,NIH-HMP,Haemophilus,pittmaniae HMP_JCVI_SC0163
1522,2372,Capnocytophaga sp. HMP_JCVI_SC0169,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225305,0,0,NIH-HMP,Capnocytophaga,sp. HMP_JCVI_SC0169
1523,2373,Selenomonas sp. HMP_JCVI_SC0170,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225306,0,0,NIH-HMP,Selenomonas,sp. HMP_JCVI_SC0170
1524,2377,Leptotrichia sp. HMP_JCVI_SC0174,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225310,0,0,NIH-HMP,Leptotrichia,sp. HMP_JCVI_SC0174
1525,2378,bacterium HMP_JCVI_SC0175,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225311,0,0,NIH-HMP,bacterium,HMP_JCVI_SC0175
1526,2380,Selenomonas sp. HMP_JCVI_SC0177,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225313,0,0,NIH-HMP,Selenomonas,sp. HMP_JCVI_SC0177
1527,2381,Selenomonas artemidis HMP_JCVI_SC0178,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225314,0,0,NIH-HMP,Selenomonas,artemidis HMP_JCVI_SC0178
1528,2382,Selenomonas artemidis HMP_JCVI_SC0179,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225315,0,0,NIH-HMP,Selenomonas,artemidis HMP_JCVI_SC0179
1529,2383,Selenomonas sputigena ATCC 35185,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225316,0,0,NIH-HMP,Selenomonas,sputigena ATCC 35185
1530,2384,Selenomonas sp. HMP_JCVI_SC0181,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225317,0,0,NIH-HMP,Selenomonas,sp. HMP_JCVI_SC0181
1531,2385,Prevotella shahii HMP_JCVI_SC0182,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225318,0,0,NIH-HMP,Prevotella,shahii HMP_JCVI_SC0182
1532,2386,Haemophilus pittmaniae HMP_JCVI_SC0183,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225319,0,0,NIH-HMP,Haemophilus,pittmaniae HMP_JCVI_SC0183
1533,2387,Campylobacter sp. HMP_JCVI_SC0184,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225320,0,0,NIH-HMP,Campylobacter,sp. HMP_JCVI_SC0184
1534,2388,Capnocytophaga sp. HMP_JCVI_SC0185,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225321,0,0,NIH-HMP,Capnocytophaga,sp. HMP_JCVI_SC0185
1535,2389,Bergeyella sp. HMP_JCVI_SC0186,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225322,0,0,NIH-HMP,Bergeyella,sp. HMP_JCVI_SC0186
1536,2392,Haemophilus sp. HMP_JCVI_SC0189,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225325,0,0,NIH-HMP,Haemophilus,sp. HMP_JCVI_SC0189
1537,2393,Haemophilus pittmaniae HMP_JCVI_SC0190,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225326,0,0,NIH-HMP,Haemophilus,pittmaniae HMP_JCVI_SC0190
1538,2395,Leptotrichia wadei HMP_JCVI_SC0192,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225328,0,0,NIH-HMP,Leptotrichia,wadei HMP_JCVI_SC0192
1539,2396,Leptotrichia sp. HMP_JCVI_SC0193,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225329,0,0,NIH-HMP,Leptotrichia,sp. HMP_JCVI_SC0193
1540,2397,Leptotrichia wadei HMP_JCVI_SC0194,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225330,0,0,NIH-HMP,Leptotrichia,wadei HMP_JCVI_SC0194
1541,2398,Leptotrichia wadei HMP_JCVI_SC0195,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225331,0,0,NIH-HMP,Leptotrichia,wadei HMP_JCVI_SC0195
1542,2399,Leptotrichia wadei HMP_JCVI_SC0196,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225332,0,0,NIH-HMP,Leptotrichia,wadei HMP_JCVI_SC0196
1543,2400,Leptotrichia wadei HMP_JCVI_SC0197,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225333,0,0,NIH-HMP,Leptotrichia,wadei HMP_JCVI_SC0197
1544,2401,Leptotrichia wadei HMP_JCVI_SC0198,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225334,0,0,NIH-HMP,Leptotrichia,wadei HMP_JCVI_SC0198
1545,2402,Leptotrichia wadei HMP_JCVI_SC0199,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225335,0,0,NIH-HMP,Leptotrichia,wadei HMP_JCVI_SC0199
1546,2403,Leptotrichia wadei HMP_JCVI_SC0200,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225337,0,0,NIH-HMP,Leptotrichia,wadei HMP_JCVI_SC0200
1547,2404,Leptotrichia wadei HMP_JCVI_SC0201,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225338,0,0,NIH-HMP,Leptotrichia,wadei HMP_JCVI_SC0201
1548,2405,Leptotrichia wadei HMP_JCVI_SC0202,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225339,0,0,NIH-HMP,Leptotrichia,wadei HMP_JCVI_SC0202
1549,2406,bacterium HMP_JCVI_SC0203,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225340,0,0,NIH-HMP,bacterium,HMP_JCVI_SC0203
1550,2407,Leptotrichia wadei HMP_JCVI_SC0204,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225341,0,0,NIH-HMP,Leptotrichia,wadei HMP_JCVI_SC0204
1551,2409,Leptotrichia wadei HMP_JCVI_SC0206,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225343,0,0,NIH-HMP,Leptotrichia,wadei HMP_JCVI_SC0206
1552,2410,Leptotrichia wadei HMP_JCVI_SC0207,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225344,0,0,NIH-HMP,Leptotrichia,wadei HMP_JCVI_SC0207
1553,2411,Leptotrichia wadei HMP_JCVI_SC0208,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225345,0,0,NIH-HMP,Leptotrichia,wadei HMP_JCVI_SC0208
1554,2413,Leptotrichia wadei HMP_JCVI_SC0210,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225347,0,0,NIH-HMP,Leptotrichia,wadei HMP_JCVI_SC0210
1555,2414,Streptococcus sp. HMP_JCVI_SC0211,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225348,0,0,NIH-HMP,Streptococcus,sp. HMP_JCVI_SC0211
1556,2415,Capnocytophaga sp. HMP_JCVI_SC0212,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225349,0,0,NIH-HMP,Capnocytophaga,sp. HMP_JCVI_SC0212
1557,2416,Capnocytophaga sp. HMP_JCVI_SC0213,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225350,0,0,NIH-HMP,Capnocytophaga,sp. HMP_JCVI_SC0213
1558,2417,Capnocytophaga sp. HMP_JCVI_SC0214,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225351,0,0,NIH-HMP,Capnocytophaga,sp. HMP_JCVI_SC0214
1559,2419,Capnocytophaga haemolytica HMP_JCVI_SC0216,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225353,0,0,NIH-HMP,Capnocytophaga,haemolytica HMP_JCVI_SC0216
1560,2420,Capnocytophaga sp. HMP_JCVI_SC0217,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225354,0,0,NIH-HMP,Capnocytophaga,sp. HMP_JCVI_SC0217
1561,2421,Capnocytophaga haemolytica HMP_JCVI_SC0218,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225355,0,0,NIH-HMP,Capnocytophaga,haemolytica HMP_JCVI_SC0218
1562,2422,candidate division TM7 bacterium HMP_JCVI_SC0219,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225356,0,0,NIH-HMP,candidate,division TM7 bacterium HMP_JCVI_SC0219
1563,2423,Capnocytophaga sp. HMP_JCVI_SC0220,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225357,0,0,NIH-HMP,Capnocytophaga,sp. HMP_JCVI_SC0220
1564,2424,Capnocytophaga sp. HMP_JCVI_SC0221,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225358,0,0,NIH-HMP,Capnocytophaga,sp. HMP_JCVI_SC0221
1565,2425,Capnocytophaga sp. HMP_JCVI_SC0222,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225359,0,0,NIH-HMP,Capnocytophaga,sp. HMP_JCVI_SC0222
1566,2426,Prevotella saccharolytica HMP_JCVI_SC0223,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225360,0,0,NIH-HMP,Prevotella,saccharolytica HMP_JCVI_SC0223
1567,2427,bacterium HMP_JCVI_SC0224,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225361,0,0,NIH-HMP,bacterium,HMP_JCVI_SC0224
1568,2429,Capnocytophaga sp. HMP_JCVI_SC0226,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225363,0,0,NIH-HMP,Capnocytophaga,sp. HMP_JCVI_SC0226
1569,2430,Veillonella sp. HMP_JCVI_SC0227,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225364,0,0,NIH-HMP,Veillonella,sp. HMP_JCVI_SC0227
1570,2432,Selenomonas artemidis HMP_JCVI_SC0229,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225366,0,0,NIH-HMP,Selenomonas,artemidis HMP_JCVI_SC0229
1571,2433,Selenomonas sp. HMP_JCVI_SC0230,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225367,0,0,NIH-HMP,Selenomonas,sp. HMP_JCVI_SC0230
1572,2434,Leptotrichia sp. HMP_JCVI_SC0231,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225368,0,0,NIH-HMP,Leptotrichia,sp. HMP_JCVI_SC0231
1573,2435,Selenomonas sp. HMP_JCVI_SC0232,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225369,0,0,NIH-HMP,Selenomonas,sp. HMP_JCVI_SC0232
1574,2436,Selenomonas sp. HMP_JCVI_SC0233,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225370,0,0,NIH-HMP,Selenomonas,sp. HMP_JCVI_SC0233
1575,2437,bacterium HMP_JCVI_SC0234,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225371,0,0,NIH-HMP,bacterium,HMP_JCVI_SC0234
1576,2439,Selenomonas sp. HMP_JCVI_SC0236,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225373,0,0,NIH-HMP,Selenomonas,sp. HMP_JCVI_SC0236
1577,2440,Selenomonas sp. HMP_JCVI_SC0237,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225374,0,0,NIH-HMP,Selenomonas,sp. HMP_JCVI_SC0237
1578,2441,Leptotrichia sp. HMP_JCVI_SC0238,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225375,0,0,NIH-HMP,Leptotrichia,sp. HMP_JCVI_SC0238
1579,2442,Selenomonas sp. HMP_JCVI_SC0239,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225376,0,0,NIH-HMP,Selenomonas,sp. HMP_JCVI_SC0239
1580,2443,Capnocytophaga ochracea HMP_JCVI_SC0240,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225377,0,0,NIH-HMP,Capnocytophaga,ochracea HMP_JCVI_SC0240
1581,2444,Selenomonas artemidis HMP_JCVI_SC0241,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225378,0,0,NIH-HMP,Selenomonas,artemidis HMP_JCVI_SC0241
1582,2446,Selenomonas sp. HMP_JCVI_SC0243,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225380,0,0,NIH-HMP,Selenomonas,sp. HMP_JCVI_SC0243
1583,2449,Granulicatella elegans HMP_JCVI_SC0246,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225383,0,0,NIH-HMP,Granulicatella,elegans HMP_JCVI_SC0246
1584,2450,Neisseria sp. HMP_JCVI_SC0247,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225384,0,0,NIH-HMP,Neisseria,sp. HMP_JCVI_SC0247
1585,2451,Haemophilus sp. HMP_JCVI_SC0248,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225385,0,0,NIH-HMP,Haemophilus,sp. HMP_JCVI_SC0248
1586,2452,Haemophilus sp. HMP_JCVI_SC0249,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225386,0,0,NIH-HMP,Haemophilus,sp. HMP_JCVI_SC0249
1587,2453,Prevotella saccharolytica HMP_JCVI_SC0250,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225387,0,0,NIH-HMP,Prevotella,saccharolytica HMP_JCVI_SC0250
1588,2455,Selenomonas artemidis HMP_JCVI_SC0252,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225389,0,0,NIH-HMP,Selenomonas,artemidis HMP_JCVI_SC0252
1589,2456,Porphyromonas sp. HMP_JCVI_SC0253,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225390,0,0,NIH-HMP,Porphyromonas,sp. HMP_JCVI_SC0253
1590,2457,candidate division TM7 bacterium HMP_JCVI_SC0254,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225391,0,0,NIH-HMP,candidate,division TM7 bacterium HMP_JCVI_SC0254
1591,2458,Selenomonas sp. HMP_JCVI_SC0255,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225392,0,0,NIH-HMP,Selenomonas,sp. HMP_JCVI_SC0255
1592,2459,Selenomonas artemidis HMP_JCVI_SC0256,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225393,0,0,NIH-HMP,Selenomonas,artemidis HMP_JCVI_SC0256
1593,2460,candidate division TM7 bacterium HMP_JCVI_SC0257,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225394,0,0,NIH-HMP,candidate,division TM7 bacterium HMP_JCVI_SC0257
1594,2462,Propionibacterium acidifaciens HMP_JCVI_SC0259,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225396,0,0,NIH-HMP,Propionibacterium,acidifaciens HMP_JCVI_SC0259
1595,2463,candidate division TM7 bacterium HMP_JCVI_SC0260,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225397,0,0,NIH-HMP,candidate,division TM7 bacterium HMP_JCVI_SC0260
1596,2465,Selenomonas sp. HMP_JCVI_SC0262,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225399,0,0,NIH-HMP,Selenomonas,sp. HMP_JCVI_SC0262
1597,2467,fenpropathrin-degrading bacterium HMP_JCVI_SC0264,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225401,0,0,NIH-HMP,fenpropathrin-degrading,bacterium HMP_JCVI_SC0264
1598,2468,Streptococcus oralis HMP_JCVI_SC0265,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225402,0,0,NIH-HMP,Streptococcus,oralis HMP_JCVI_SC0265
1599,2469,Streptococcus oralis HMP_JCVI_SC0266,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225403,0,0,NIH-HMP,Streptococcus,oralis HMP_JCVI_SC0266
1600,2470,Streptococcus oralis HMP_JCVI_SC0267,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225404,0,0,NIH-HMP,Streptococcus,oralis HMP_JCVI_SC0267
1601,2471,Streptococcus mitis HMP_JCVI_SC0268,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225405,0,0,NIH-HMP,Streptococcus,mitis HMP_JCVI_SC0268
1602,2472,Streptococcus mitis HMP_JCVI_SC0269,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225406,0,0,NIH-HMP,Streptococcus,mitis HMP_JCVI_SC0269
1603,2473,Streptococcus oralis HMP_JCVI_SC0270,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225407,0,0,NIH-HMP,Streptococcus,oralis HMP_JCVI_SC0270
1604,2474,Streptococcus oralis HMP_JCVI_SC0271,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225408,0,0,NIH-HMP,Streptococcus,oralis HMP_JCVI_SC0271
1605,2475,Streptococcus oralis HMP_JCVI_SC0272,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225409,0,0,NIH-HMP,Streptococcus,oralis HMP_JCVI_SC0272
1606,2477,Streptococcus mitis HMP_JCVI_SC0274,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225411,0,0,NIH-HMP,Streptococcus,mitis HMP_JCVI_SC0274
1607,2478,Streptococcus oralis HMP_JCVI_SC0275,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225412,0,0,NIH-HMP,Streptococcus,oralis HMP_JCVI_SC0275
